Source,Target,Weight
divorce,refuse,1
divorce,join,1
divorce,strike,1
divorce,modern,1
divorce,marriagestrike,1
divorce,nomarriage,1
divorce,nocohabitation,1
divorce,with,1
divorce,want,1
divorce,bos,1
himtoo,feminism,20
himtoo,separated,16
himtoo,manosphere,15
himtoo,metoo,20
himtoo,break,12
himtoo,family,19
himtoo,court,19
himtoo,sexism,20
himtoo,sexist,20
himtoo,friends,12
himtoo,benefits,15
himtoo,child,18
himtoo,support,18
himtoo,cheating,10
himtoo,sexual,8
himtoo,hookup,2
himtoo,smalldickenergy,1
himtoo,get,1
himtoo,way,1
himtoo,viator,1
himtoo,travel,2
himtoo,paris,1
himtoo,redpill,1
himtoo,commercial,1
himtoo,agency,1
himtoo,hatred,1
himtoo,towards,1
himtoo,men,6
himtoo,order,1
himtoo,sell,1
himtoo,single,1
himtoo,childless,1
himtoo,kara,1
himtoo,alexander,1
himtoo,dagenham,1
himtoo,boys,1
himtoo,murder,1
himtoo,woman,4
himtoo,serve,2
himtoo,less,1
himtoo,prison,1
himtoo,time,1
himtoo,paygap,1
himtoo,truth,1
himtoo,pay,1
himtoo,gap,1
himtoo,bodypositivitymovement,1
himtoo,jamie,1
himtoo,lopez,1
himtoo,body,1
himtoo,positivity,1
himtoo,herbivore,11
himtoo,top,1
himtoo,fail,1
himtoo,sa,5
himtoo,police,6
himtoo,sheriff,6
himtoo,assault,4
himtoo,militant,1
himtoo,feminist,1
himtoo,data,1
himtoo,male,1
himtoo,abuse,2
himtoo,liberal,1
himtoo,school,1
himtoo,rape,1
himtoo,two,1
himtoo,female,1
himtoo,believe,2
himtoo,fight,3
himtoo,transphobia,1
himtoo,cop,1
himtoo,overweight,1
himtoo,put,1
himtoo,test,1
himtoo,twice,1
himtoo,likely,1
himtoo,jail,2
himtoo,long,1
himtoo,commit,1
himtoo,crime,1
himtoo,even,1
himtoo,bear,1
himtoo,yet,1
himtoo,always,1
himtoo,underlie,1
himtoo,threat,1
himtoo,violence,1
himtoo,take,1
himtoo,disrespect,1
himtoo,far,1
himtoo,jordan,1
himtoo,mengoingtheirownway,3
himtoo,give,1
himtoo,breakup,2
himtoo,strike,1
himtoo,modern,1
feminism,separated,16
feminism,manosphere,15
feminism,metoo,21
feminism,break,11
feminism,family,19
feminism,court,20
feminism,sexism,33
feminism,sexist,23
feminism,friends,13
feminism,benefits,16
feminism,child,18
feminism,support,18
feminism,cheating,10
feminism,sexual,8
feminism,hookup,2
feminism,smalldickenergy,1
feminism,get,1
feminism,way,2
feminism,viator,1
feminism,travel,2
feminism,paris,1
feminism,redpill,1
feminism,commercial,1
feminism,agency,1
feminism,hatred,1
feminism,towards,1
feminism,men,8
feminism,order,1
feminism,sell,1
feminism,single,1
feminism,childless,1
feminism,kara,1
feminism,alexander,1
feminism,dagenham,1
feminism,boys,1
feminism,murder,1
feminism,woman,6
feminism,serve,2
feminism,less,1
feminism,prison,1
feminism,time,1
feminism,paygap,1
feminism,truth,2
feminism,pay,1
feminism,gap,1
feminism,bodypositivitymovement,1
feminism,jamie,1
feminism,lopez,1
feminism,body,1
feminism,positivity,1
feminism,cop,2
feminism,killer,1
feminism,criminal,1
feminism,judge,1
feminism,mariel,1
feminism,suarez,1
feminism,murderer,1
feminism,cristian,1
feminism,bustos,1
feminism,argentina,1
feminism,wait,1
feminism,tell,1
feminism,charge,1
feminism,would,1
feminism,make,1
feminism,good,3
feminism,herbivore,11
feminism,top,1
feminism,fail,1
feminism,sa,5
feminism,police,7
feminism,sheriff,6
feminism,assault,4
feminism,militant,1
feminism,feminist,4
feminism,data,1
feminism,male,1
feminism,abuse,2
feminism,liberal,1
feminism,school,2
feminism,rape,1
feminism,two,1
feminism,female,1
feminism,believe,2
feminism,fight,3
feminism,transphobia,1
feminism,overweight,1
feminism,put,1
feminism,test,1
feminism,twice,1
feminism,likely,1
feminism,jail,2
feminism,long,1
feminism,commit,1
feminism,crime,1
feminism,even,1
feminism,bear,1
feminism,yet,1
feminism,mengoingtheirownway,4
feminism,give,1
feminism,breakup,3
feminism,strike,2
feminism,modern,2
feminism,free,1
feminism,bikes,1
feminism,highschool,1
feminism,education,1
feminism,india,1
feminism,girls,1
feminism,green,4
feminism,bikesnotbombs,1
feminism,criticalmass,1
feminism,bicycles,1
feminism,bike,1
feminism,biking,1
feminism,cyclists,1
feminism,mobility,1
feminism,sustainabliity,1
feminism,transport,1
feminism,liberation,1
feminism,climate,5
feminism,government,1
feminism,visionzero,1
feminism,enable,1
feminism,especially,1
feminism,streetphotography,1
feminism,colourphotography,1
feminism,stilllife,1
feminism,conceptphoto,1
feminism,conceptualphotography,1
feminism,agitprop,1
feminism,streetads,1
feminism,wallsonfire,1
feminism,publicity,1
feminism,advertisement,1
feminism,billboard,1
feminism,streetscene,1
feminism,cityscape,1
feminism,zaragoza,1
feminism,summertime,1
feminism,shopwindow,1
feminism,monochrome,1
feminism,artbrut,1
feminism,trompe,1
feminism,l,1
feminism,white,3
feminism,bigotry,1
feminism,whitemen,1
feminism,identitypolitics,1
feminism,racism,4
feminism,uspolitics,1
feminism,masculinity,1
feminism,society,1
feminism,culture,1
feminism,usnews,1
feminism,toxicmasculinity,1
feminism,manhood,1
feminism,ideology,1
feminism,whiteprivilege,1
feminism,virtue,1
feminism,idea,1
feminism,sort,1
feminism,taint,1
feminism,flat,1
feminism,girl,2
feminism,womanempowerment,2
feminism,women,7
feminism,feminine,1
feminism,she,2
feminism,her,1
feminism,gender,3
feminism,equality,3
feminism,lgbt,2
feminism,queer,1
feminism,lesbian,1
feminism,color,1
feminism,purple,2
feminism,womensupportwomen,1
feminism,womensmarch,1
feminism,empowerment,1
feminism,mother,1
feminism,daughter,1
feminism,wife,1
feminism,sister,1
feminism,pink,1
feminism,poster,1
feminism,painting,1
feminism,twitter,1
feminism,tweet,1
feminism,retweet,1
feminism,homophobia,1
feminism,misogyny,1
feminism,go,1
feminism,reduce,1
feminism,man,1
feminism,job,1
feminism,straight,1
feminism,tribunal,1
feminism,sjw,1
feminism,discrimination,1
feminism,life,1
feminism,philosophy,1
feminism,saying,1
feminism,trash,2
feminism,constructive,1
feminism,change,2
feminism,behavior,1
feminism,like,1
feminism,say,1
feminism,people,1
feminism,everyday,1
feminism,see,1
feminism,sportsbiz,2
feminism,sports,2
feminism,buccaneers,2
feminism,nfl,2
feminism,football,2
feminism,read,2
feminism,un,1
feminism,movement,1
feminism,via,2
feminism,show,1
feminism,segregation,1
feminism,sign,1
separated,manosphere,12
separated,metoo,16
separated,break,10
separated,family,17
separated,court,17
separated,sexism,18
separated,sexist,18
separated,friends,13
separated,benefits,15
separated,child,17
separated,support,17
separated,cheating,8
separated,sexual,6
separated,hookup,2
separated,smalldickenergy,1
separated,get,1
separated,way,1
separated,viator,1
separated,travel,2
separated,paris,1
separated,redpill,1
separated,commercial,1
separated,agency,1
separated,hatred,1
separated,towards,1
separated,men,6
separated,order,1
separated,sell,1
separated,single,1
separated,childless,1
separated,paygap,1
separated,truth,1
separated,pay,1
separated,gap,1
separated,bodypositivitymovement,1
separated,jamie,1
separated,lopez,1
separated,body,1
separated,positivity,1
separated,herbivore,13
separated,top,1
separated,fail,1
separated,sa,4
separated,police,4
separated,sheriff,4
separated,woman,2
separated,assault,3
separated,militant,1
separated,feminist,2
separated,data,1
separated,male,1
separated,abuse,2
separated,believe,1
separated,fight,2
separated,overweight,1
separated,put,1
separated,test,1
separated,even,1
separated,bear,1
separated,yet,1
separated,always,1
separated,underlie,1
separated,threat,1
separated,violence,1
separated,take,1
separated,disrespect,1
separated,far,1
separated,jordan,1
separated,mengoingtheirownway,4
separated,give,1
separated,woke,1
separated,army,1
separated,breakup,4
separated,military,2
separated,recruit,1
separated,navy,1
separated,royal,1
separated,air,1
separated,force,1
separated,recruiting,1
separated,refuse,1
separated,join,1
separated,strike,1
separated,modern,1
separated,marriagestrike,1
separated,nomarriage,1
separated,nocohabitation,1
separated,with,1
separated,want,1
separated,bos,1
manosphere,metoo,15
manosphere,break,9
manosphere,family,14
manosphere,court,14
manosphere,sexism,15
manosphere,sexist,15
manosphere,friends,9
manosphere,benefits,11
manosphere,child,13
manosphere,support,13
manosphere,cheating,9
manosphere,sexual,7
manosphere,hookup,2
manosphere,smalldickenergy,1
manosphere,get,1
manosphere,way,1
manosphere,viator,1
manosphere,travel,2
manosphere,paris,1
manosphere,redpill,1
manosphere,commercial,1
manosphere,agency,1
manosphere,hatred,1
manosphere,towards,1
manosphere,men,4
manosphere,order,1
manosphere,sell,1
manosphere,single,1
manosphere,childless,1
manosphere,paygap,1
manosphere,truth,1
manosphere,pay,1
manosphere,gap,1
manosphere,bodypositivitymovement,1
manosphere,jamie,1
manosphere,lopez,1
manosphere,body,1
manosphere,positivity,1
manosphere,herbivore,7
manosphere,top,1
manosphere,fail,1
manosphere,sa,5
manosphere,police,6
manosphere,sheriff,6
manosphere,woman,3
manosphere,assault,4
manosphere,militant,1
manosphere,feminist,1
manosphere,data,1
manosphere,male,1
manosphere,abuse,2
manosphere,liberal,1
manosphere,school,1
manosphere,rape,1
manosphere,two,1
manosphere,female,1
manosphere,believe,2
manosphere,fight,3
manosphere,transphobia,1
manosphere,cop,1
manosphere,overweight,1
manosphere,put,1
manosphere,test,1
manosphere,twice,1
manosphere,likely,1
manosphere,jail,2
manosphere,serve,1
manosphere,long,1
manosphere,commit,1
manosphere,crime,1
manosphere,even,1
manosphere,bear,1
manosphere,yet,1
metoo,break,12
metoo,family,19
metoo,court,20
metoo,sexism,24
metoo,sexist,21
metoo,friends,12
metoo,benefits,15
metoo,child,18
metoo,support,18
metoo,cheating,10
metoo,sexual,10
metoo,hookup,2
metoo,smalldickenergy,1
metoo,get,1
metoo,way,1
metoo,viator,1
metoo,travel,2
metoo,paris,1
metoo,redpill,1
metoo,commercial,1
metoo,agency,1
metoo,hatred,1
metoo,towards,1
metoo,men,7
metoo,order,1
metoo,sell,1
metoo,single,1
metoo,childless,1
metoo,kara,1
metoo,alexander,1
metoo,dagenham,1
metoo,boys,1
metoo,murder,1
metoo,woman,4
metoo,serve,2
metoo,less,1
metoo,prison,1
metoo,time,1
metoo,paygap,1
metoo,truth,1
metoo,pay,1
metoo,gap,1
metoo,bodypositivitymovement,1
metoo,jamie,1
metoo,lopez,1
metoo,body,1
metoo,positivity,1
metoo,cop,2
metoo,killer,1
metoo,criminal,1
metoo,judge,1
metoo,mariel,1
metoo,suarez,1
metoo,murderer,1
metoo,cristian,1
metoo,bustos,1
metoo,argentina,1
metoo,wait,1
metoo,tell,1
metoo,charge,1
metoo,would,2
metoo,make,1
metoo,good,1
metoo,herbivore,11
metoo,top,1
metoo,fail,1
metoo,sa,5
metoo,police,6
metoo,sheriff,6
metoo,assault,5
metoo,militant,1
metoo,feminist,1
metoo,data,1
metoo,male,2
metoo,abuse,2
metoo,liberal,1
metoo,school,1
metoo,rape,2
metoo,two,1
metoo,female,1
metoo,believe,2
metoo,fight,3
metoo,transphobia,1
metoo,overweight,1
metoo,put,1
metoo,test,1
metoo,twice,1
metoo,likely,1
metoo,jail,2
metoo,long,1
metoo,commit,1
metoo,crime,1
metoo,even,1
metoo,bear,1
metoo,yet,1
metoo,always,1
metoo,underlie,1
metoo,threat,1
metoo,violence,1
metoo,take,1
metoo,disrespect,1
metoo,far,1
metoo,jordan,1
metoo,mengoingtheirownway,3
metoo,give,1
metoo,breakup,2
metoo,strike,1
metoo,modern,1
metoo,orangetheworld,1
metoo,blacklivesmatter,1
metoo,blm,1
metoo,orangenews,1
metoo,news,1
metoo,orange,1
metoo,black,2
metoo,forget,1
metoo,forty,1
metoo,sixty,1
metoo,percent,1
metoo,report,1
metoo,subject,1
metoo,coercive,1
metoo,contact,1
metoo,age,1
metoo,trump,2
metoo,republicans,1
metoo,evangelicals,1
metoo,rich,1
metoo,white,3
metoo,man,1
metoo,trumpkin,1
metoo,racism,3
metoo,neveragain,1
metoo,angry,1
metoo,right,1
metoo,seriously,1
metoo,anyone,1
metoo,one,1
metoo,thing,1
metoo,do,1
metoo,burn,1
metoo,blatant,1
metoo,alongside,1
metoo,african,1
metoo,advertising,1
metoo,tech,1
metoo,need,1
metoo,scale,1
metoo,powerful,1
metoo,movement,1
metoo,cannot,1
metoo,posh,1
metoo,driven,1
metoo,foremost,1
metoo,stand,1
break,family,12
break,court,12
break,sexism,13
break,sexist,12
break,friends,10
break,benefits,11
break,child,12
break,support,12
break,cheating,9
break,sexual,6
break,hookup,2
break,smalldickenergy,1
break,get,1
break,way,1
break,kara,1
break,alexander,1
break,dagenham,1
break,boys,1
break,murder,1
break,woman,3
break,serve,1
break,less,1
break,prison,1
break,time,1
break,herbivore,9
break,top,1
break,men,3
break,fail,1
break,sa,3
break,police,4
break,sheriff,4
break,assault,2
break,abuse,2
break,believe,2
break,fight,3
break,transphobia,1
break,cop,1
break,overweight,1
break,put,1
break,test,1
break,even,1
break,bear,1
break,yet,1
break,always,1
break,underlie,1
break,threat,1
break,violence,1
break,take,1
break,disrespect,1
break,far,1
break,jordan,1
break,mengoingtheirownway,1
break,give,1
break,woke,1
break,hate,2
break,discrimination,1
break,doublestandards,1
break,netflix,1
break,white,1
break,males,1
break,getting,1
break,ready,1
break,cancel,1
break,like,1
break,many,1
break,go,2
break,tired,1
break,constant,1
break,open,2
family,court,21
family,sexism,22
family,sexist,21
family,friends,14
family,benefits,17
family,child,20
family,support,20
family,cheating,10
family,sexual,8
family,hookup,2
family,smalldickenergy,1
family,get,1
family,way,1
family,kara,1
family,alexander,1
family,dagenham,1
family,boys,1
family,murder,1
family,woman,4
family,serve,2
family,less,1
family,prison,1
family,time,1
family,paygap,1
family,truth,1
family,pay,1
family,gap,1
family,bodypositivitymovement,1
family,jamie,1
family,lopez,1
family,body,1
family,positivity,1
family,herbivore,13
family,top,1
family,men,8
family,fail,1
family,sa,5
family,police,6
family,sheriff,6
family,assault,4
family,militant,1
family,feminist,2
family,data,1
family,male,1
family,abuse,2
family,liberal,1
family,school,1
family,rape,1
family,two,1
family,female,1
family,believe,2
family,fight,3
family,transphobia,1
family,cop,1
family,overweight,1
family,put,1
family,test,1
family,twice,1
family,likely,1
family,jail,2
family,long,1
family,commit,1
family,crime,1
family,even,1
family,bear,1
family,yet,1
family,always,1
family,underlie,1
family,threat,1
family,violence,1
family,take,1
family,disrespect,1
family,far,1
family,jordan,1
family,mengoingtheirownway,4
family,give,1
family,woke,1
family,army,1
family,breakup,4
family,military,2
family,recruit,1
family,navy,1
family,royal,1
family,air,1
family,force,1
family,recruiting,1
family,refuse,1
family,join,1
family,strike,1
family,modern,1
family,marriagestrike,1
family,nomarriage,1
family,nocohabitation,1
family,with,1
family,want,1
family,bos,1
family,white,2
family,racism,1
family,young,1
family,really,1
family,concerned,1
family,start,1
family,home,1
family,seriously,1
family,hold,1
family,dominate,1
family,culture,1
family,keep,1
family,status,1
family,quo,1
court,sexism,23
court,sexist,22
court,friends,14
court,benefits,17
court,child,20
court,support,20
court,cheating,10
court,sexual,8
court,hookup,2
court,smalldickenergy,1
court,get,1
court,way,1
court,kara,1
court,alexander,1
court,dagenham,1
court,boys,1
court,murder,1
court,woman,4
court,serve,2
court,less,1
court,prison,1
court,time,1
court,paygap,1
court,truth,1
court,pay,1
court,gap,1
court,bodypositivitymovement,1
court,jamie,1
court,lopez,1
court,body,1
court,positivity,1
court,cop,2
court,killer,1
court,criminal,1
court,judge,1
court,mariel,1
court,suarez,1
court,murderer,1
court,cristian,1
court,bustos,1
court,argentina,1
court,wait,1
court,tell,1
court,charge,1
court,would,1
court,make,1
court,good,1
court,herbivore,13
court,top,1
court,men,7
court,fail,1
court,sa,5
court,police,6
court,sheriff,6
court,assault,4
court,militant,1
court,feminist,2
court,data,1
court,male,1
court,abuse,2
court,liberal,1
court,school,1
court,rape,1
court,two,1
court,female,1
court,believe,2
court,fight,3
court,transphobia,1
court,overweight,1
court,put,1
court,test,1
court,twice,1
court,likely,1
court,jail,2
court,long,1
court,commit,1
court,crime,1
court,even,1
court,bear,1
court,yet,1
court,always,1
court,underlie,1
court,threat,1
court,violence,1
court,take,1
court,disrespect,1
court,far,1
court,jordan,1
court,mengoingtheirownway,4
court,give,1
court,woke,1
court,army,1
court,breakup,4
court,military,2
court,recruit,1
court,navy,1
court,royal,1
court,air,1
court,force,1
court,recruiting,1
court,refuse,1
court,join,1
court,strike,1
court,modern,1
court,marriagestrike,1
court,nomarriage,1
court,nocohabitation,1
court,with,1
court,want,1
court,bos,1
court,resist,1
court,racism,1
court,orange,1
court,trumpclown,1
court,trumplies,1
court,impeachtheclown,1
court,question,2
court,ask,1
court,anybody,1
court,think,1
court,someone,1
court,like,1
court,high,2
court,stupid,1
sexism,sexist,29
sexism,friends,14
sexism,benefits,17
sexism,child,20
sexism,support,29
sexism,cheating,11
sexism,sexual,11
sexism,hookup,2
sexism,smalldickenergy,1
sexism,get,15
sexism,way,2
sexism,viator,1
sexism,travel,2
sexism,paris,1
sexism,redpill,1
sexism,commercial,2
sexism,agency,1
sexism,hatred,9
sexism,towards,1
sexism,men,54
sexism,order,1
sexism,sell,2
sexism,single,3
sexism,childless,1
sexism,kara,1
sexism,alexander,1
sexism,dagenham,1
sexism,boys,1
sexism,murder,1
sexism,woman,37
sexism,serve,2
sexism,less,1
sexism,prison,1
sexism,time,15
sexism,paygap,1
sexism,truth,4
sexism,pay,1
sexism,gap,1
sexism,bodypositivitymovement,1
sexism,jamie,1
sexism,lopez,1
sexism,body,3
sexism,positivity,1
sexism,cop,2
sexism,killer,1
sexism,criminal,1
sexism,judge,1
sexism,mariel,1
sexism,suarez,1
sexism,murderer,1
sexism,cristian,1
sexism,bustos,1
sexism,argentina,1
sexism,wait,4
sexism,tell,2
sexism,charge,1
sexism,would,8
sexism,make,11
sexism,good,10
sexism,herbivore,13
sexism,top,3
sexism,camilla,1
sexism,british,5
sexism,defecate,1
sexism,meghanmarkle,2
sexism,white,237
sexism,male,42
sexism,privilege,16
sexism,slaveowners,1
sexism,hate,12
sexism,racism,198
sexism,pal,1
sexism,public,3
sexism,yet,3
sexism,like,18
sexism,historically,1
sexism,fail,1
sexism,sa,5
sexism,police,7
sexism,sheriff,6
sexism,assault,5
sexism,militant,1
sexism,feminist,11
sexism,data,2
sexism,abuse,2
sexism,liberal,3
sexism,school,3
sexism,rape,3
sexism,two,3
sexism,female,12
sexism,believe,5
sexism,fight,4
sexism,transphobia,2
sexism,antifa,1
sexism,black,41
sexism,blm,9
sexism,trans,2
sexism,anarchist,1
sexism,poor,2
sexism,matter,4
sexism,oppress,1
sexism,due,1
sexism,activist,1
sexism,different,3
sexism,anything,3
sexism,else,1
sexism,jan6thinsurrection,1
sexism,americans,2
sexism,usa,5
sexism,whitechristian,1
sexism,nationalist,2
sexism,movement,6
sexism,christian,6
sexism,theocracy,1
sexism,hostility,2
sexism,people,24
sexism,non,3
sexism,immigrants,2
sexism,america,9
sexism,mark,2
sexism,first,2
sexism,face,6
sexism,cloak,1
sexism,create,1
sexism,overweight,1
sexism,put,2
sexism,test,1
sexism,twice,1
sexism,likely,2
sexism,jail,3
sexism,long,3
sexism,commit,1
sexism,crime,1
sexism,even,5
sexism,bear,2
sexism,always,2
sexism,underlie,1
sexism,threat,1
sexism,violence,7
sexism,take,7
sexism,disrespect,1
sexism,far,2
sexism,jordan,1
sexism,mengoingtheirownway,4
sexism,give,5
sexism,food,3
sexism,kitchen,3
sexism,bread,3
sexism,everything,6
sexism,need,20
sexism,look,5
sexism,whitesupremacy,8
sexism,funny,6
sexism,comedy,3
sexism,humor,1
sexism,lgbtq,4
sexism,november,1
sexism,thanksgiving,1
sexism,recipe,1
sexism,foundingfathers,1
sexism,ancestrydna,1
sexism,colonial,3
sexism,kkk,2
sexism,nationalists,1
sexism,colonialism,12
sexism,freeliberty,1
sexism,equilty,1
sexism,democracy,2
sexism,justiceforallmankind,1
sexism,slavery,4
sexism,kkkhate,1
sexism,chineseexclusionact,1
sexism,humanrights,2
sexism,know,14
sexism,stand,4
sexism,woke,3
sexism,army,1
sexism,breakup,4
sexism,military,2
sexism,recruit,1
sexism,navy,1
sexism,royal,1
sexism,air,3
sexism,force,1
sexism,recruiting,1
sexism,refuse,2
sexism,join,1
sexism,grey,14
sexism,hair,12
sexism,ageism,16
sexism,grow,3
sexism,past,4
sexism,love,15
sexism,stop,9
sexism,strike,1
sexism,modern,2
sexism,marriagestrike,1
sexism,nomarriage,1
sexism,nocohabitation,1
